patent_id	assignee_sequence	assignee_id	disambig_assignee_individual_name_first	disambig_assignee_individual_name_last	disambig_assignee_organization	assignee_type	location_id
11002683	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0133
11002684	1	org:0008			Qualcomm Incorporated	2	loc-0383
11002685	1	org:0000			International Business Machines Corporation	2	loc-0062
11002686	1	org:0016			Meta Platforms, Inc.	2	loc-0440
11002687	1	org:0028			Oracle International Corporation	2	loc-0123
11002688	1	org:0006			Apple Inc.	2	loc-0053
11002689	1	org:0030			ASML Netherlands B.V.	2	loc-0055
11002690	1	org:0026			Dell Products L.P.	2	loc-0377
11002691	1	org:0009			Sony Group Corporation	2	loc-0017
11002692	1	org:0010			Toyota Motor Corporation	2	loc-0441
11002693	1	org:0015			Amazon Technologies, Inc.	2	loc-0392
11002694	1	org:0030			ASML Netherlands B.V.	2	loc-0339
11002695	1	org:0012			Panasonic Holdings Corporation	2	loc-0559
11002696	1	org:0027			Cisco Technology, Inc.	2	loc-0317
11002696	2	org:0016			Meta Platforms, Inc.	2	loc-0447
11002697	1	org:0030			ASML Netherlands B.V.	2	loc-0339
11002698	1	org:0009			Sony Group Corporation	2	loc-0057
11002699	1	org:0017			Boeing Company, The	2	loc-0191
11002700	1	org:0002			Canon Inc.	2	loc-0352
11002700	2	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0407
11002701	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0202
11002702	1	org:0009			Sony Group Corporation	2	loc-0500
11002702	2	org:0003			Microsoft Technology Licensing, LLC	2	loc-0408
11002703	1	org:0025			BYD Company Limited	2	loc-0250
11002704	1	org:0008			Qualcomm Incorporated	2	loc-0582
11002705	1	org:0002			Canon Inc.	2	loc-0241
11002706	1	org:0004			Intel Corporation	2	loc-0495
11002707	1	org:0008			Qualcomm Incorporated	2	loc-0026
11002708	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0098
11002709	1	org:0022			NVIDIA Corporation	2	loc-0081
11002710	1	org:0027			Cisco Technology, Inc.	2	loc-0016
11002712	1	org:0008			Qualcomm Incorporated	2	loc-0487
11002713	1	org:0000			International Business Machines Corporation	2	loc-0003
11002714	1	org:0019			Siemens Aktiengesellschaft	2	loc-0567
11002715	1	org:0023			Micron Technology, Inc.	2	loc-0454
11002716	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0027
11002717	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0124
11002718	1	org:0006			Apple Inc.	2	loc-0535
11002720	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0081
11002721	1	org:0016			Meta Platforms, Inc.	2	loc-0288
11002722	1	org:0015			Amazon Technologies, Inc.	2	loc-0571
11002723	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0329
11002724	1	org:0029			SAP SE	2	loc-0233
11002725	1	org:0016			Meta Platforms, Inc.	2	loc-0375
11002726	1	org:0028			Oracle International Corporation	2	loc-0280
11002727	1	org:0004			Intel Corporation	2	loc-0486
11002728	1	org:0015			Amazon Technologies, Inc.	2	loc-0539
11002729	1	org:0010			Toyota Motor Corporation	2	loc-0469
11002730	1	org:0000			International Business Machines Corporation	2	loc-0486
11002731	1	org:0023			Micron Technology, Inc.	2	loc-0035
11002731	2	org:0008			Qualcomm Incorporated	2	loc-0003
11002732	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0425
11002733	1	org:0016			Meta Platforms, Inc.	2	loc-0373
11002734	1	org:0016			Meta Platforms, Inc.	2	loc-0058
11002735	1	org:0019			Siemens Aktiengesellschaft	2	loc-0133
11002736	1	org:0027			Cisco Technology, Inc.	2	loc-0535
11002737	1	org:0007			Google LLC	2	loc-0392
11002738	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0083
11002739	1	org:0024			Hitachi, Ltd.	2	loc-0215
11002740	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0097
11002741	1	org:0018			General Electric Company	2	loc-0171
11002742	1	org:0000			International Business Machines Corporation	2	loc-0345
11002743	1	org:0007			Google LLC	2	loc-0343
11002744	1	org:0024			Hitachi, Ltd.	2	loc-0387
11002745	1	org:0024			Hitachi, Ltd.	2	loc-0484
11002746	1	org:0002			Canon Inc.	2	loc-0290
11002747	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0148
11002748	1	org:0029			SAP SE	2	loc-0270
11002749	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0321
11002750	1	org:0017			Boeing Company, The	2	loc-0278
11002751	1	org:0027			Cisco Technology, Inc.	2	loc-0118
11002752	1	org:0028			Oracle International Corporation	2	loc-0240
11002753	1	org:0023			Micron Technology, Inc.	2	loc-0153
11002754	1	org:0030			ASML Netherlands B.V.	2	loc-0233
11002755	1	org:0002			Canon Inc.	2	loc-0308
11002756	1	org:0012			Panasonic Holdings Corporation	2	loc-0290
11002757	1	org:0030			ASML Netherlands B.V.	2	loc-0507
11002758	1	org:0020			Robert Bosch GmbH	2	loc-0371
11002759	1	org:0010			Toyota Motor Corporation	2	loc-0158
11002760	1	org:0019			Siemens Aktiengesellschaft	2	loc-0093
11002761	1	org:0011			LG Electronics Inc.	2	loc-0484
11002762	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0596
11002763	1	org:0029			SAP SE	2	loc-0513
11002764	1	org:0020			Robert Bosch GmbH	2	loc-0457
11002765	1	org:0029			SAP SE	2	loc-0245
11002765	2	org:0031			Tesla, Inc.	2	loc-0302
11002766	1	org:0006			Apple Inc.	2	loc-0548
11002766	2	org:0013			TSMC Limited	2	loc-0527
11002767	1	org:0015			Amazon Technologies, Inc.	2	loc-0242
11002768	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0310
11002769	1	org:0011			LG Electronics Inc.	2	loc-0052
11002770	1	org:0028			Oracle International Corporation	2	loc-0128
11002771	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0055
11002772	1	org:0029			SAP SE	2	loc-0543
11002773	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0510
11002774	1	org:0030			ASML Netherlands B.V.	2	loc-0069
11002775	1	org:0009			Sony Group Corporation	2	loc-0248
11002776	1	org:0019			Siemens Aktiengesellschaft	2	loc-0424
11002777	1	org:0023			Micron Technology, Inc.	2	loc-0498
11002778	1	org:0021			Ford Global Technologies, LLC	2	loc-0279
11002779	1	org:0012			Panasonic Holdings Corporation	2	loc-0463
11002780	1	org:0018			General Electric Company	2	loc-0559
11002781	1	org:0024			Hitachi, Ltd.	2	loc-0231
11002782	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0230
11002783	1	org:0022			NVIDIA Corporation	2	loc-0357
11002785	1	org:0004			Intel Corporation	2	loc-0541
11002786	1	org:0016			Meta Platforms, Inc.	2	loc-0233
11002787	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0429
11002788	1	org:0011			LG Electronics Inc.	2	loc-0328
11002790	1	org:0008			Qualcomm Incorporated	2	loc-0382
11002791	1	org:0015			Amazon Technologies, Inc.	2	loc-0244
11002792	1	org:0008			Qualcomm Incorporated	2	loc-0139
11002793	1	org:0008			Qualcomm Incorporated	2	loc-0332
11002794	1	org:0013			TSMC Limited	2	loc-0254
11002795	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0315
11002796	1	org:0029			SAP SE	2	loc-0233
11002797	1	org:0017			Boeing Company, The	2	loc-0228
11002798	1	org:0022			NVIDIA Corporation	2	loc-0398
11002798	2	org:0017			Boeing Company, The	2	loc-0365
11002799	1	org:0030			ASML Netherlands B.V.	2	loc-0191
11002800	1	org:0029			SAP SE	2	loc-0101
11002801	1	org:0000			International Business Machines Corporation	2	loc-0136
11002801	2	org:0024			Hitachi, Ltd.	2	loc-0369
11002802	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0434
11002803	1	org:0017			Boeing Company, The	2	loc-0153
11002804	1	org:0007			Google LLC	2	loc-0330
11002805	1	org:0025			BYD Company Limited	2	loc-0366
11002806	1	org:0031			Tesla, Inc.	2	loc-0485
11002807	1	org:0021			Ford Global Technologies, LLC	2	loc-0177
11002808	1	org:0023			Micron Technology, Inc.	2	loc-0548
11002808	2	org:0016			Meta Platforms, Inc.	2	loc-0579
11002809	1	org:0013			TSMC Limited	2	loc-0543
11002810	1	org:0024			Hitachi, Ltd.	2	loc-0100
11002811	1	org:0017			Boeing Company, The	2	loc-0503
11002812	1	org:0015			Amazon Technologies, Inc.	2	loc-0427
11002813	1	org:0020			Robert Bosch GmbH	2	loc-0477
11002814	1	org:0023			Micron Technology, Inc.	2	loc-0418
11002815	1	org:0002			Canon Inc.	2	loc-0045
11002816	1	org:0030			ASML Netherlands B.V.	2	loc-0153
11002818	1	org:0020			Robert Bosch GmbH	2	loc-0107
11002819	1	org:0023			Micron Technology, Inc.	2	loc-0478
11002820	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0217
11002821	1	org:0006			Apple Inc.	2	loc-0280
11002822	1	org:0022			NVIDIA Corporation	2	loc-0214
11002823	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0334
11002825	1	org:0004			Intel Corporation	2	loc-0582
11002826	1	org:0013			TSMC Limited	2	loc-0418
11002827	1	org:0011			LG Electronics Inc.	2	loc-0456
11002828	1	org:0025			BYD Company Limited	2	loc-0146
11002828	2	org:0020			Robert Bosch GmbH	2	loc-0566
11002829	1	org:0019			Siemens Aktiengesellschaft	2	loc-0244
11002830	1	org:0024			Hitachi, Ltd.	2	loc-0528
11002832	1	org:0026			Dell Products L.P.	2	loc-0078
11002833	1	org:0025			BYD Company Limited	2	loc-0255
11002834	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0395
11002835	1	org:0007			Google LLC	2	loc-0433
11002836	1	org:0011			LG Electronics Inc.	2	loc-0151
11002837	1	org:0023			Micron Technology, Inc.	2	loc-0247
11002838	1	org:0031			Tesla, Inc.	2	loc-0320
11002839	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0281
11002840	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0484
11002841	1	org:0016			Meta Platforms, Inc.	2	loc-0370
11002842	1	org:0028			Oracle International Corporation	2	loc-0298
11002843	1	org:0000			International Business Machines Corporation	2	loc-0013
11002844	1	org:0007			Google LLC	2	loc-0562
11002846	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0430
11002847	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0256
11002848	1	org:0009			Sony Group Corporation	2	loc-0571
11002849	1	org:0006			Apple Inc.	2	loc-0041
11002850	1	org:0004			Intel Corporation	2	loc-0361
11002851	1	org:0018			General Electric Company	2	loc-0447
11002852	1	org:0012			Panasonic Holdings Corporation	2	loc-0057
11002853	1	org:0023			Micron Technology, Inc.	2	loc-0146
11002854	1	org:0011			LG Electronics Inc.	2	loc-0366
11002856	1	org:0031			Tesla, Inc.	2	loc-0409
11002857	1	org:0024			Hitachi, Ltd.	2	loc-0430
11002858	1	org:0018			General Electric Company	2	loc-0128
11002859	1	org:0022			NVIDIA Corporation	2	loc-0093
11002860	1	org:0022			NVIDIA Corporation	2	loc-0493
11002861	1	org:0019			Siemens Aktiengesellschaft	2	loc-0087
11002862	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0117
11002863	1	org:0006			Apple Inc.	2	loc-0577
11002866	1	org:0024			Hitachi, Ltd.	2	loc-0518
11002867	1	org:0004			Intel Corporation	2	loc-0018
11002868	1	org:0007			Google LLC	2	loc-0458
11002869	1	org:0027			Cisco Technology, Inc.	2	loc-0046
11002870	1	org:0019			Siemens Aktiengesellschaft	2	loc-0280
11002870	2	org:0011			LG Electronics Inc.	2	loc-0392
11002871	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0572
11002872	1	org:0010			Toyota Motor Corporation	2	loc-0177
11002873	1	org:0010			Toyota Motor Corporation	2	loc-0442
11002874	1	org:0029			SAP SE	2	loc-0017
11002875	1	org:0017			Boeing Company, The	2	loc-0275
11002876	1	org:0010			Toyota Motor Corporation	2	loc-0025
11002877	1	org:0025			BYD Company Limited	2	loc-0237
11002878	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0380
11002879	1	org:0021			Ford Global Technologies, LLC	2	loc-0442
11002880	1	org:0028			Oracle International Corporation	2	loc-0329
11002881	1	org:0006			Apple Inc.	2	loc-0347
11002882	1	org:0000			International Business Machines Corporation	2	loc-0174
11002883	1	org:0015			Amazon Technologies, Inc.	2	loc-0134
11002884	1	org:0019			Siemens Aktiengesellschaft	2	loc-0196
11002884	2	org:0008			Qualcomm Incorporated	2	loc-0237
11002885	1	org:0009			Sony Group Corporation	2	loc-0188
11002886	1	org:0017			Boeing Company, The	2	loc-0221
11002887	1	org:0028			Oracle International Corporation	2	loc-0188
11002887	2	org:0002			Canon Inc.	2	loc-0565
11002888	1	org:0025			BYD Company Limited	2	loc-0003
11002889	1	org:0030			ASML Netherlands B.V.	2	loc-0103
11002890	1	org:0023			Micron Technology, Inc.	2	loc-0170
11002892	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0495
11002893	1	org:0006			Apple Inc.	2	loc-0339
11002894	1	org:0009			Sony Group Corporation	2	loc-0553
11002895	1	org:0006			Apple Inc.	2	loc-0216
11002896	1	org:0004			Intel Corporation	2	loc-0502
11002897	1	org:0028			Oracle International Corporation	2	loc-0446
11002898	1	org:0013			TSMC Limited	2	loc-0456
11002899	1	org:0018			General Electric Company	2	loc-0204
11002900	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0535
11002900	2	org:0001			Samsung Electronics Co., Ltd.	2	loc-0132
11002901	1	org:0015			Amazon Technologies, Inc.	2	loc-0255
11002902	1	org:0007			Google LLC	2	loc-0494
11002903	1	org:0021			Ford Global Technologies, LLC	2	loc-0261
11002904	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0356
11002905	1	org:0022			NVIDIA Corporation	2	loc-0199
11002906	1	org:0009			Sony Group Corporation	2	loc-0324
11002907	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0279
11002908	1	org:0006			Apple Inc.	2	loc-0515
11002909	1	org:0021			Ford Global Technologies, LLC	2	loc-0280
11002910	1	org:0002			Canon Inc.	2	loc-0474
11002911	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0144
11002912	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0093
11002912	2	org:0021			Ford Global Technologies, LLC	2	loc-0248
11002913	1	org:0031			Tesla, Inc.	2	loc-0346
11002914	1	org:0021			Ford Global Technologies, LLC	2	loc-0056
11002915	1	org:0015			Amazon Technologies, Inc.	2	loc-0254
11002916	1	org:0026			Dell Products L.P.	2	loc-0083
11002917	1	org:0018			General Electric Company	2	loc-0172
11002918	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0216
11002919	1	org:0015			Amazon Technologies, Inc.	2	loc-0098
11002921	1	org:0009			Sony Group Corporation	2	loc-0014
11002922	1	org:0011			LG Electronics Inc.	2	loc-0278
11002923	1	org:0030			ASML Netherlands B.V.	2	loc-0466
11002924	1	org:0019			Siemens Aktiengesellschaft	2	loc-0287
11002925	1	org:0012			Panasonic Holdings Corporation	2	loc-0494
11002926	1	org:0018			General Electric Company	2	loc-0527
11002927	1	org:0029			SAP SE	2	loc-0096
11002928	1	org:0026			Dell Products L.P.	2	loc-0438
11002929	1	org:0004			Intel Corporation	2	loc-0189
11002930	1	org:0009			Sony Group Corporation	2	loc-0380
11002930	2	org:0024			Hitachi, Ltd.	2	loc-0519
11002931	1	org:0022			NVIDIA Corporation	2	loc-0303
11002932	1	org:0030			ASML Netherlands B.V.	2	loc-0139
11002933	1	org:0000			International Business Machines Corporation	2	loc-0424
11002934	1	org:0012			Panasonic Holdings Corporation	2	loc-0035
11002935	1	org:0010			Toyota Motor Corporation	2	loc-0280
11002936	1	org:0026			Dell Products L.P.	2	loc-0084
11002937	1	org:0019			Siemens Aktiengesellschaft	2	loc-0087
11002938	1	org:0004			Intel Corporation	2	loc-0120
11002939	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0295
11002940	1	org:0010			Toyota Motor Corporation	2	loc-0279
11002941	1	org:0021			Ford Global Technologies, LLC	2	loc-0565
11002942	1	org:0004			Intel Corporation	2	loc-0559
11002943	1	org:0027			Cisco Technology, Inc.	2	loc-0548
11002944	1	org:0031			Tesla, Inc.	2	loc-0347
11002946	1	org:0012			Panasonic Holdings Corporation	2	loc-0524
11002947	1	org:0008			Qualcomm Incorporated	2	loc-0014
11002948	1	org:0004			Intel Corporation	2	loc-0489
11002949	1	org:0018			General Electric Company	2	loc-0531
11002950	1	org:0020			Robert Bosch GmbH	2	loc-0515
11002951	1	org:0006			Apple Inc.	2	loc-0448
11002952	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0576
11002952	2	org:0019			Siemens Aktiengesellschaft	2	loc-0081
11002953	1	org:0013			TSMC Limited	2	loc-0384
11002954	1	org:0024			Hitachi, Ltd.	2	loc-0429
11002955	1	org:0000			International Business Machines Corporation	2	loc-0387
11002956	1	org:0021			Ford Global Technologies, LLC	2	loc-0444
11002957	1	org:0023			Micron Technology, Inc.	2	loc-0228
11002958	1	org:0016			Meta Platforms, Inc.	2	loc-0078
11002959	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0055
11002959	2	org:0009			Sony Group Corporation	2	loc-0532
11002960	1	org:0007			Google LLC	2	loc-0384
11002961	1	org:0011			LG Electronics Inc.	2	loc-0300
11002962	1	org:0026			Dell Products L.P.	2	loc-0533
11002962	2	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0270
11002963	1	org:0016			Meta Platforms, Inc.	2	loc-0375
11002964	1	org:0022			NVIDIA Corporation	2	loc-0314
11002965	1	org:0007			Google LLC	2	loc-0065
11002966	1	org:0006			Apple Inc.	2	loc-0379
11002967	1	org:0021			Ford Global Technologies, LLC	2	loc-0149
11002968	1	org:0025			BYD Company Limited	2	loc-0049
11002969	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0490
11002970	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0485
11002971	1	org:0015			Amazon Technologies, Inc.	2	loc-0053
11002972	1	org:0019			Siemens Aktiengesellschaft	2	loc-0388
11002973	1	org:0013			TSMC Limited	2	loc-0387
11002973	2	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0070
11002974	1	org:0021			Ford Global Technologies, LLC	2	loc-0398
11002975	1	org:0029			SAP SE	2	loc-0006
11002976	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0438
11002977	1	org:0024			Hitachi, Ltd.	2	loc-0060
11002977	2	org:0029			SAP SE	2	loc-0440
11002978	1	org:0029			SAP SE	2	loc-0476
11002979	1	org:0020			Robert Bosch GmbH	2	loc-0242
11002980	1	org:0031			Tesla, Inc.	2	loc-0179
11002981	1	org:0022			NVIDIA Corporation	2	loc-0134
11002982	1	org:0023			Micron Technology, Inc.	2	loc-0162
11002983	1	org:0025			BYD Company Limited	2	loc-0482
11002984	1	org:0025			BYD Company Limited	2	loc-0028
11002985	1	org:0020			Robert Bosch GmbH	2	loc-0559
11002986	1	org:0019			Siemens Aktiengesellschaft	2	loc-0214
11002987	1	org:0015			Amazon Technologies, Inc.	2	loc-0418
11002987	2	org:0031			Tesla, Inc.	2	loc-0144
11002988	1	org:0023			Micron Technology, Inc.	2	loc-0308
11002989	1	org:0010			Toyota Motor Corporation	2	loc-0446
11002990	1	org:0009			Sony Group Corporation	2	loc-0155
11002991	1	org:0022			NVIDIA Corporation	2	loc-0439
11002992	1	org:0022			NVIDIA Corporation	2	loc-0126
11002993	1	org:0029			SAP SE	2	loc-0253
11002994	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0284
11002995	1	org:0020			Robert Bosch GmbH	2	loc-0278
11002997	1	org:0019			Siemens Aktiengesellschaft	2	loc-0045
11002997	2	org:0006			Apple Inc.	2	loc-0238
11002998	1	org:0004			Intel Corporation	2	loc-0297
11002999	1	org:0015			Amazon Technologies, Inc.	2	loc-0460
11003000	1	org:0016			Meta Platforms, Inc.	2	loc-0322
11003001	1	org:0008			Qualcomm Incorporated	2	loc-0317
11003002	1	org:0012			Panasonic Holdings Corporation	2	loc-0541
11003003	1	org:0018			General Electric Company	2	loc-0307
11003004	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0582
11003005	1	org:0025			BYD Company Limited	2	loc-0182
11003006	1	org:0023			Micron Technology, Inc.	2	loc-0438
11003007	1	org:0007			Google LLC	2	loc-0498
11003008	1	org:0002			Canon Inc.	2	loc-0356
11003008	2	org:0006			Apple Inc.	2	loc-0509
11003009	1	org:0028			Oracle International Corporation	2	loc-0566
11003010	1	org:0026			Dell Products L.P.	2	loc-0463
11003011	1	org:0023			Micron Technology, Inc.	2	loc-0270
11003012	1	org:0012			Panasonic Holdings Corporation	2	loc-0365
11003013	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0017
11003014	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0275
11003015	1	org:0008			Qualcomm Incorporated	2	loc-0594
11003016	1	org:0016			Meta Platforms, Inc.	2	loc-0076
11003017	1	org:0012			Panasonic Holdings Corporation	2	loc-0422
11003018	1	org:0023			Micron Technology, Inc.	2	loc-0378
11003019	1	org:0004			Intel Corporation	2	loc-0283
11003021	1	org:0026			Dell Products L.P.	2	loc-0336
11003022	1	org:0008			Qualcomm Incorporated	2	loc-0342
11003023	1	org:0018			General Electric Company	2	loc-0347
11003024	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0100
11003025	1	org:0006			Apple Inc.	2	loc-0301
11003025	2	org:0018			General Electric Company	2	loc-0102
11003026	1	org:0017			Boeing Company, The	2	loc-0316
11003027	1	org:0026			Dell Products L.P.	2	loc-0332
11003028	1	org:0015			Amazon Technologies, Inc.	2	loc-0294
11003029	1	org:0018			General Electric Company	2	loc-0471
11003030	1	org:0020			Robert Bosch GmbH	2	loc-0186
11003031	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0507
11003032	1	org:0015			Amazon Technologies, Inc.	2	loc-0379
11003033	1	org:0026			Dell Products L.P.	2	loc-0325
11003034	1	org:0004			Intel Corporation	2	loc-0503
11003035	1	org:0017			Boeing Company, The	2	loc-0418
11003036	1	org:0031			Tesla, Inc.	2	loc-0278
11003037	1	org:0009			Sony Group Corporation	2	loc-0267
11003038	1	org:0030			ASML Netherlands B.V.	2	loc-0472
11003039	1	org:0008			Qualcomm Incorporated	2	loc-0068
11003040	1	org:0006			Apple Inc.	2	loc-0020
11003042	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0397
11003043	1	org:0025			BYD Company Limited	2	loc-0312
11003044	1	org:0010			Toyota Motor Corporation	2	loc-0175
11003045	1	org:0020			Robert Bosch GmbH	2	loc-0354
11003046	1	org:0010			Toyota Motor Corporation	2	loc-0305
11003048	1	org:0027			Cisco Technology, Inc.	2	loc-0587
11003049	1	org:0018			General Electric Company	2	loc-0258
11003050	1	org:0007			Google LLC	2	loc-0141
11003051	1	org:0027			Cisco Technology, Inc.	2	loc-0150
11003052	1	org:0029			SAP SE	2	loc-0094
11003053	1	org:0004			Intel Corporation	2	loc-0394
11003054	1	org:0006			Apple Inc.	2	loc-0217
11003055	1	org:0025			BYD Company Limited	2	loc-0463
11003056	1	org:0011			LG Electronics Inc.	2	loc-0193
11003056	2	org:0025			BYD Company Limited	2	loc-0200
11003057	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0310
11003058	1	org:0000			International Business Machines Corporation	2	loc-0215
11003059	1	org:0002			Canon Inc.	2	loc-0463
11003060	1	org:0007			Google LLC	2	loc-0484
11003061	1	org:0011			LG Electronics Inc.	2	loc-0563
11003062	1	org:0007			Google LLC	2	loc-0581
11003063	1	org:0013			TSMC Limited	2	loc-0132
11003064	1	org:0019			Siemens Aktiengesellschaft	2	loc-0079
11003065	1	org:0019			Siemens Aktiengesellschaft	2	loc-0051
11003066	1	org:0025			BYD Company Limited	2	loc-0132
11003067	1	org:0020			Robert Bosch GmbH	2	loc-0428
11003068	1	org:0030			ASML Netherlands B.V.	2	loc-0070
11003068	2	org:0029			SAP SE	2	loc-0298
11003070	1	org:0012			Panasonic Holdings Corporation	2	loc-0512
11003071	1	org:0007			Google LLC	2	loc-0021
11003071	2	org:0019			Siemens Aktiengesellschaft	2	loc-0360
11003072	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0199
11003073	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0249
11003074	1	org:0000			International Business Machines Corporation	2	loc-0091
11003074	2	org:0003			Microsoft Technology Licensing, LLC	2	loc-0244
11003075	1	org:0031			Tesla, Inc.	2	loc-0435
11003076	1	org:0022			NVIDIA Corporation	2	loc-0149
11003077	1	org:0024			Hitachi, Ltd.	2	loc-0299
11003078	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0322
11003078	2	org:0017			Boeing Company, The	2	loc-0125
11003079	1	org:0024			Hitachi, Ltd.	2	loc-0598
11003081	1	org:0025			BYD Company Limited	2	loc-0470
11003082	1	org:0017			Boeing Company, The	2	loc-0158
11003083	1	org:0002			Canon Inc.	2	loc-0258
11003084	1	org:0026			Dell Products L.P.	2	loc-0208
11003084	2	org:0030			ASML Netherlands B.V.	2	loc-0089
11003085	1	org:0002			Canon Inc.	2	loc-0494
11003085	2	org:0009			Sony Group Corporation	2	loc-0382
11003086	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0220
11003087	1	org:0010			Toyota Motor Corporation	2	loc-0396
11003088	1	org:0016			Meta Platforms, Inc.	2	loc-0438
11003089	1	org:0010			Toyota Motor Corporation	2	loc-0333
11003090	1	org:0019			Siemens Aktiengesellschaft	2	loc-0203
11003091	1	org:0031			Tesla, Inc.	2	loc-0592
11003091	2	org:0025			BYD Company Limited	2	loc-0480
11003092	1	org:0018			General Electric Company	2	loc-0178
11003093	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0521
11003094	1	org:0025			BYD Company Limited	2	loc-0322
11003095	1	org:0015			Amazon Technologies, Inc.	2	loc-0582
11003096	1	org:0020			Robert Bosch GmbH	2	loc-0352
11003097	1	org:0011			LG Electronics Inc.	2	loc-0118
11003098	1	org:0031			Tesla, Inc.	2	loc-0069
11003099	1	org:0007			Google LLC	2	loc-0317
11003099	2	org:0010			Toyota Motor Corporation	2	loc-0583
11003100	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0331
11003101	1	org:0023			Micron Technology, Inc.	2	loc-0250
11003101	2	org:0013			TSMC Limited	2	loc-0481
11003102	1	org:0025			BYD Company Limited	2	loc-0031
11003103	1	org:0006			Apple Inc.	2	loc-0574
11003104	1	org:0024			Hitachi, Ltd.	2	loc-0219
11003105	1	org:0000			International Business Machines Corporation	2	loc-0467
11003106	1	org:0015			Amazon Technologies, Inc.	2	loc-0456
11003108	1	org:0009			Sony Group Corporation	2	loc-0287
11003109	1	org:0016			Meta Platforms, Inc.	2	loc-0403
11003110	1	org:0006			Apple Inc.	2	loc-0552
11003111	1	org:0022			NVIDIA Corporation	2	loc-0103
11003112	1	org:0031			Tesla, Inc.	2	loc-0071
11003112	2	org:0003			Microsoft Technology Licensing, LLC	2	loc-0319
11003113	1	org:0023			Micron Technology, Inc.	2	loc-0491
11003114	1	org:0018			General Electric Company	2	loc-0586
11003115	1	org:0028			Oracle International Corporation	2	loc-0320
11003116	1	org:0021			Ford Global Technologies, LLC	2	loc-0201
11003117	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0369
11003119	1	org:0011			LG Electronics Inc.	2	loc-0059
11003119	2	org:0025			BYD Company Limited	2	loc-0433
11003120	1	org:0013			TSMC Limited	2	loc-0393
