patent_id,title,abstract,filing_date,year
D1075531,Concrete cutter's marking tool,,2025-05-20,2025
12310177,"Display device with window having stack of transparent and light-blocking patterns, and method of manufacturing the same",,2025-05-20,2025
PP36710,Dianthus plant named ‘G19159’,,2025-05-27,2025
12318242,Method and device for a non-invasive determination and/or monitoring of intracranial compliance,,2025-06-03,2025
12335026,Multiple access in backscatter communication systems,,2025-06-17,2025
12345712,Cancer antigen targets and uses thereof,,2025-07-01,2025
12355986,Intra mode coding,,2025-07-08,2025
D1082406,Collapsible grill,,2025-07-08,2025
12350035,Accelerometer-based gait analysis,,2025-07-08,2025
D1084519,Tweezer,,2025-07-15,2025
12367425,Copilot customization with data producer(s),,2025-07-22,2025
12375509,Network intrusion detecting system and network intrusion detecting method,,2025-07-29,2025
12395020,"Electric motor, cleaner having same and electric motor manufacturing method",,2025-08-19,2025
D1089606,Handheld fan,,2025-08-19,2025
12390487,Antiseptic skin prep composition,,2025-08-19,2025
12423453,Methods and apparatus to control access to user data based on user-specified attributes,,2025-09-23,2025
12425376,Mapping between user interface fields and protocol information,,2025-09-23,2025
12420688,Hybrid seat structure and vehicle comprising the same,,2025-09-23,2025
12419405,Backpack system with integrated health and physical safety components,,2025-09-23,2025
D1095846,Tissue care device,,2025-09-30,2025
12430975,Banknote with processor,,2025-09-30,2025
12429881,"System, method and apparatus for a monitoring drone",,2025-09-30,2025
12428379,Acylsulfonamide KAT6A inhibitors,,2025-09-30,2025
10197514,Multi-module photon detector and use thereof,,2019-02-05,2019
10274495,System and method for separating cells incorporating magnetic separation,,2019-04-30,2019
11562491,Automatic pancreas CT segmentation method based on a saliency-aware densely connected dilated convolutional neural network,,2023-01-24,2023
11871844,Reinforcement beam for horizontal frames and prefabricated shelf using same,,2024-01-16,2024
9653724,"Secondary battery, and secondary battery module and secondary battery pack comprising the same",,2017-05-16,2017
10616575,Intra prediction mode mapping method and device using the method,,2020-04-07,2020
11470079,User-level token for user authentication via a user device,,2022-10-11,2022
11886223,Leveraging hardware-based attestation to grant workloads access to confidential data,,2024-01-30,2024
11970861,Self-supporting bi-directional corrugated mesh leaf preclusion device,,2024-04-30,2024
D1033605,Faucet body,,2024-07-02,2024
3933276,Heating and dispensing apparatus,,1976-01-20,1976
3933369,Safety belt devices for vehicles,,1976-01-20,1976
3933746,Photopolymerizable polymers having anhydride-containing groups,,1976-01-20,1976
3933893,Derivatives of 9-phenanthrene,,1976-01-20,1976
3934787,Method of mounting pipe flanges in the wall of a pressure vessel,,1976-01-27,1976
3935562,Pattern recognition method and apparatus,,1976-01-27,1976
3934687,Hydraulic coupling fluid clutches,,1976-01-27,1976
3935918,Dual source hydraulic steering system,,1976-02-03,1976
3939099,Fragrance composition,,1976-02-17,1976
3944751,Telephone private branch exchange system,,1976-03-16,1976
3949677,Small caliber projectile with an asymmetrical point,,1976-04-13,1976
3950997,Precision pneumatic null balance pressure transducer,,1976-04-20,1976
3953740,Remote power supply units for vehicles,,1976-04-27,1976
3953240,Sealing element for electric primary cells having steel casings,,1976-04-27,1976
3955097,Alternator driven by a vehicle engine,,1976-05-04,1976
3953987,Aircraft engine flexible fluid damped coupling,,1976-05-04,1976
3955436,Liquid sampling and container handling apparatus,,1976-05-11,1976
3956247,"Halogenation of EPDM in solution in the presence of epoxide and, optionally, poly(alkylene ether) glycol",,1976-05-11,1976
3958201,Interlaced disc coil winding having offset cross-connections,,1976-05-18,1976
3957017,Contaminant filter in a closed-loop aquaculture system,,1976-05-18,1976
3958960,Wet electrostatic precipitators,,1976-05-25,1976
3960332,Defibering apparatus for paper making stock,,1976-06-01,1976
3961966,Cyanoacrylate adhesives,,1976-06-08,1976
3962056,Photosensitive compositions containing benzimidazole sensitizers,,1976-06-08,1976
3964826,Dual sound system,,1976-06-22,1976
3964748,Mallet game,,1976-06-22,1976
3967222,Distributed resistance-capacitance component,,1976-06-29,1976
3968239,Fungicidal compositions containing a phthalonitrile,,1976-07-06,1976
3971084,Hull construction and method for forming same,,1976-07-27,1976
3971812,Anthraquinone dyestuffs,,1976-07-27,1976
3974022,Device for mounting plastic non-rigid tubes in evaporators,,1976-08-10,1976
3975019,Pinball type game apparatus,,1976-08-17,1976
3974981,Automatically operated magnetic tape equipment,,1976-08-17,1976
3974999,Combined staple removing and retrieving device,,1976-08-17,1976
3974613,Curtain wall gasket,,1976-08-17,1976
3975318,Polyfuran foams and a method of preparing same,,1976-08-17,1976
3976972,Prevention of non-allowed character combinations,,1976-08-24,1976
3980241,Crusher and control circuit therefor,,1976-09-14,1976
3984089,Cooled refractory lined shaft furnace and stave-cooler to be used therefore,,1976-10-05,1976
3984225,Soil conditioners and fertilizers from spent sulfite liquor,,1976-10-05,1976
3985009,Compact anti-theft device for vehicles,,1976-10-12,1976
3989014,Ignited internal combustion engine operated with charge stratification,,1976-11-02,1976
3990286,Piece working machine for the production of punches and/or matrices,,1976-11-09,1976
3990325,"Apparatus for equalizing mass forces of a reciprocating piston, crankshaft engine",,1976-11-09,1976
3993010,Process and apparatus for forming rearably detachable portion on sheet,,1976-11-23,1976
3993489,Multi-color laminate of photopolymer that is image-wise hydroperoxidized,,1976-11-23,1976
3995314,Pedal operated transcription adaptor for a miniature tape recorder,,1976-11-30,1976
3996826,Apparatus for making lengths of flexible material,,1976-12-14,1976
3998768,Thermosetting powder coating composition of a blend of acrylic polymers having different glass transition temperatures and a blocked polyisocyanate cross-linking agent,,1976-12-21,1976
3999112,Polyphase frequency converter,,1976-12-21,1976
3999905,Rotary mechanism,,1976-12-28,1976
4000933,"Shaft sealing and bearing arrangement, especially for propeller shafts",,1977-01-04,1977
4001420,Thiazolyl benzoic acid compounds,,1977-01-04,1977
4002096,Musical instrument,,1977-01-11,1977
4004187,Push-pull inverter ballast for arc discharge lamps,,1977-01-18,1977
4003299,Packing system,,1977-01-18,1977
4004842,Method of providing a silicon diode array target with improved beam acceptance and lag characteristic,,1977-01-25,1977
4004833,Door lock device,,1977-01-25,1977
4008915,Impact barrier for vehicles,,1977-02-22,1977
4008676,Water craft having sea opening with connecting conduit,,1977-02-22,1977
4010139,Self-extinguishing polyolefinic compositions,,1977-03-01,1977
4012910,Thermally driven piston apparatus having an angled cylinder bypass directing fluid into a thermal lag heating chamber beyond the bypass,,1977-03-22,1977
4015686,Portable multi-stage mechanical list,,1977-04-05,1977
4019104,Variable speed induction motor,,1977-04-19,1977
4018469,Gate latching mechanism for hoist hook,,1977-04-19,1977
4020376,Miniature flat panel two microchannel plate picture element array image intensifier tube,,1977-04-26,1977
4019525,Tractor protection valve,,1977-04-26,1977
4019896,Trash disposal system,,1977-04-26,1977
4024437,D.C. power supply circuit,,1977-05-17,1977
4026456,Method of attaching a tube to a wall,,1977-05-31,1977
4026516,Ball valve stem guide,,1977-05-31,1977
4026420,Motion translating apparatus and controls therefor,,1977-05-31,1977
4028051,Curing oven for mineral wool,,1977-06-07,1977
RE29264,Tent for rear-doored vehicle,,1977-06-14,1977
4028896,Sluice gate assembly,,1977-06-14,1977
4029106,Aromatic compositions,,1977-06-14,1977
4034811,Method for sealing a permeable subterranean formation,,1977-07-12,1977
4035119,Tire mold,,1977-07-12,1977
4036673,Method for installing surface covering or the like,,1977-07-19,1977
4036689,Multichamber hydrogen generating plant heated by nuclear reactor cooling gas,,1977-07-19,1977
4039716,Resin coated glass fibers and method of producing same through use of an aqueous silane-containing sizing composition whereby hydrolysis and polymerization of the silane is inhibited,,1977-08-02,1977
4042101,Accumulating conveyor,,1977-08-16,1977
4042906,Automatic data acquisition method and system,,1977-08-16,1977
4044344,Method of and apparatus for measuring information hold time of memory cell in dynamic MIS memory,,1977-08-23,1977
4046445,Spring bushing for conductive back-plane connection,,1977-09-06,1977
D245661,Cheese-slicer,,1977-09-06,1977
4051284,Method for producing heat resistant synthetic resin tubes,,1977-09-27,1977
4052254,Stripping of electroplated nickel-iron alloys from ferrous substrates,,1977-10-04,1977
4055270,Multiple chamber package,,1977-10-25,1977
4055090,Sensor,,1977-10-25,1977
4058516,"Sulfo group-containing azo compounds having a tetrazo component radical derived from an optionally substituted 3,8-diaminodibenzofuran",,1977-11-15,1977
4058952,Expansion of building structure,,1977-11-22,1977
4060116,Method for producing self-locking fasteners,,1977-11-29,1977
4060641,Pharmaceutically active 2-(3-alkylaminopropoxy)diphenylmethanes,,1977-11-29,1977
4064173,"9,10-Seco-steroids",,1977-12-20,1977
4064393,Device for measuring radiation absorption in a section of a body,,1977-12-20,1977
4067410,Load transporting vehicles,,1978-01-10,1978
D247182,Coupling,,1978-02-07,1978
4073090,Self-releasing tree collar and use thereof in a tree trunk guying system,,1978-02-14,1978
4075401,Gas-discharging passage of storage battery and molding method thereof,,1978-02-21,1978
4077695,Termination means for ribbon cables,,1978-03-07,1978
4078041,Electrofluidized bed gas purification arrangement and method,,1978-03-07,1978
4077172,Extension leg for trusses for concrete forming structures and the like,,1978-03-07,1978
4081746,Multiple rate meter,,1978-03-28,1978
4081212,System for electrostatically transferring powder images,,1978-03-28,1978
4080964,Diving gas recovery apparatus,,1978-03-28,1978
4082729,Process for the preparation of oxymethylene polymers,,1978-04-04,1978
4086120,Web guides for corrugator machines,,1978-04-25,1978
D247765,Food service tray,,1978-04-25,1978
4085625,Protective devices for threaded drive shafts,,1978-04-25,1978
4086397,Electrochemical cell and cathode for same,,1978-04-25,1978
4087571,Controlled temperature polycrystalline silicon nucleation,,1978-05-02,1978
4087663,Liquid level contents indicators for vehicle hydraulic systems,,1978-05-02,1978
4086836,Multiple frame projector for TV viewing system,,1978-05-02,1978
4089758,Electrolytic process,,1978-05-16,1978
4091063,Hose construction and method of making same,,1978-05-23,1978
4092320,"Certain 1-(N-acyl)-carbothioamides of 1,5-naphthyridine derivatives",,1978-05-30,1978
4092376,Anaerobic pressure sensitive adhesive composition,,1978-05-30,1978
4092797,Fish trapping device,,1978-06-06,1978
4095012,Oriented nylon and laminates thereof,,1978-06-13,1978
4094915,Recovery of 12-dichloroethane from vinyl chloride production effluent,,1978-06-13,1978
4095247,Interchangeable objective for cameras,,1978-06-13,1978
4097614,Method of removing bitter substances from brewers yeast and brewers yeast autolysates,,1978-06-27,1978
4098262,Heating apparatus using solar energy,,1978-07-04,1978
4101906,Charge electrode assembly for ink jet printer,,1978-07-18,1978
4101374,Dewatering device including a drum with radially slanted cells,,1978-07-18,1978
4102638,Apparatus for burning together lead storage battery posts and high profile bushings,,1978-07-25,1978
4103400,Dart clip,,1978-08-01,1978
4104843,Hanger adjustable end bearing assembly,,1978-08-08,1978
4104966,Capsule orienting and turning apparatus,,1978-08-08,1978
D248971,Interlocking module,,1978-08-15,1978
4109547,Detent mechanism,,1978-08-29,1978
4112448,Resettable self-timer,,1978-09-05,1978
4114141,Digital communication system for transmitting digital information between a central station and a number of remote stations,,1978-09-12,1978
4120271,Ventilating arrangement for an engine compartment,,1978-10-17,1978
4120432,Castor,,1978-10-17,1978
4122078,Antigens and antibodies of catecholamines,,1978-10-24,1978
4125733,"2,3-Dibromopropyl polyoxyethylene trimellitate",,1978-11-14,1978
4125633,"Bacon or like container, blank therefor, bacon package and method of packaging bacon therein",,1978-11-14,1978
4125967,Interform grinding machine,,1978-11-21,1978
4129395,Container lock assembly,,1978-12-12,1978
4131106,Energy saving fireplace,,1978-12-26,1978
4132099,Four-roller workpiece bending machine,,1979-01-02,1979
4133004,Video correlation tracker,,1979-01-02,1979
4132305,Method and apparatus for removing articles from between load patterns in a bulk palletizer,,1979-01-02,1979
4133735,Ion-sensitive electrode and processes for making the same,,1979-01-09,1979
4137640,Gauge for lens lapping tools or the like,,1979-02-06,1979
4138647,Memory type tuning system for storing information for a limited number of preferred tuning positions,,1979-02-06,1979
4141080,Magneto-resistive readout of a cross-tie wall memory system using a probe and crescent,,1979-02-20,1979
4142159,Missing pulse detector for a variable frequency source,,1979-02-27,1979
4142285,Terminal forming and installing apparatus,,1979-03-06,1979
4143105,Rod for supporting plants and process for its manufacture,,1979-03-06,1979
4145347,N-(Substituted-aminoalkyl)-2-oxo-1-pyrrolidineacetamides,,1979-03-20,1979
4146244,Rack and pinion power steering device,,1979-03-27,1979
4146968,Internal diameter gauge,,1979-04-03,1979
4146960,Thinning comb for powered hair trimmer,,1979-04-03,1979
4147227,Standard model tractor with removable second set of operating controls,,1979-04-03,1979
4147619,Electronic sorting apparatus,,1979-04-03,1979
4147095,Directional concentrated air discharge outlet,,1979-04-03,1979
RE29959,Simultaneous production of plurality of filament winding packages,,1979-04-10,1979
4149761,Water lubricated stave bearing,,1979-04-17,1979
4152540,Feedthrough connector for implantable cardiac pacer,,1979-05-01,1979
4151846,Forceps,,1979-05-01,1979
4153144,Impact absorbing device,,1979-05-08,1979
4153781,Method of producing polyesters,,1979-05-08,1979
4153994,Ninety degree phase stepper,,1979-05-15,1979
4155338,Valved apparatus for diverting an exhaust stream,,1979-05-22,1979
4156452,Furnaces,,1979-05-29,1979
4157205,Inertia-controlled valve unit for vehicle braking systems,,1979-06-05,1979
4159220,Apparatus and method for vibration sealing,,1979-06-26,1979
4159813,Reciprocating traverse mechanism,,1979-07-03,1979
4160212,"Radio frequency receiver having serially coupled heterodyning stages, each stage having filters with difference center frequencies",,1979-07-03,1979
4161161,Device for damping pressure waves in an internal combustion engine fuel injection system,,1979-07-17,1979
4162328,Cyclopropane carboxylic acid esters,,1979-07-24,1979
4163241,Multiple emitter and normal gate semiconductor switch,,1979-07-31,1979
4163334,Firearm shell extractor,,1979-08-07,1979
4163770,Melt-spinning acrylonitrile polymer fibers,,1979-08-07,1979
4164617,Long watertight cable and sleeve joint,,1979-08-14,1979
4165162,Track-type slide projector magazine,,1979-08-21,1979
4165064,Gate valve,,1979-08-21,1979
4166517,Pilot's power elevator,,1979-09-04,1979
4168080,Bicycle mounted scraper for dislodging debris from a tire,,1979-09-18,1979
4168981,Bis(substituted amino)sulfides as reversible inhibitor sources for photopolymerization,,1979-09-25,1979
4169585,Workpiece holder,,1979-10-02,1979
4169967,Fitting for liquid tight flexible metal conduit,,1979-10-02,1979
4170147,Redundant flight control system,,1979-10-09,1979
4170380,Energy absorbing devices to be used on vehicles to protect the vehicle from damage (or reduce damage) and protect the passengers from fatality and/or injury,,1979-10-09,1979
4172708,Process and apparatus for use with a reactor for the partial combustion of finely divided solid fuel,,1979-10-30,1979
4172640,Movie camera having supplemental exposure,,1979-10-30,1979
4172820,Fibers of ionic thermoplastic polymers,,1979-10-30,1979
D253352,Guitar soundboard,,1979-11-06,1979
4173259,Rear drive assembly with load sensing,,1979-11-06,1979
4173619,Combustion gas desulfurization,,1979-11-06,1979
4175893,Method and apparatus for feeding a carding group with pneumatic conveying system,,1979-11-27,1979
4176456,Automatic integrating liner,,1979-12-04,1979
4177754,Apparatus for obtaining bright finish galvanizing coating on wire,,1979-12-11,1979
4177723,Compactor device for large round bales,,1979-12-11,1979
4179658,Secret-signalling system utilizing noise communication,,1979-12-18,1979
4179773,Means for severing and compacting coiled sliver,,1979-12-25,1979
4181807,Polymerizable esters derived from a glycidyl ether of a phenolic unsaturated ketone,,1980-01-01,1980
4183686,Dead end connector,,1980-01-15,1980
4185710,Vehicle having at least two driven axles,,1980-01-29,1980
4189968,Mobius strip bandsaw blade,,1980-02-26,1980
4191803,Expandable particles of a styrene polymer having small particle size,,1980-03-04,1980
4191989,Recessed interior fluorescent luminaire,,1980-03-04,1980
RE30228,Power cable with corrugated or smooth longitudinally folded metallic shielding tape,,1980-03-11,1980
4193548,High capacity sprinkler head with improved brake mechanism,,1980-03-18,1980
4197127,Photographic silver halide composition and element containing sulfonate copolymers,,1980-04-08,1980
4197460,Multi-angle nuclear imaging apparatus and method,,1980-04-08,1980
4196709,After burning preventive system for an internal combustion engine,,1980-04-08,1980
4198533,"(11Z,13Z)-11,13-Hexadecadien-1-ol and derivatives",,1980-04-15,1980
4205528,Compression ignition controlled free piston-turbine engine,,1980-06-03,1980
4206561,Fish hook extractor,,1980-06-10,1980
4208108,Sound motion picture projector,,1980-06-17,1980
4208310,Elastomeric blend compositions of a sulfonated elastomer polymer,,1980-06-17,1980
4209108,Display assembly with card ejector,,1980-06-24,1980
4209172,Golf ball putter club and putting method,,1980-06-24,1980
4211231,Cryosurgical instrument,,1980-07-08,1980
4211283,Soil cultivating implements,,1980-07-08,1980
D255790,Combined chain container and step plate for tractors,,1980-07-08,1980
4212669,Method for the production of precision shapes,,1980-07-15,1980
4213910,Process for the preparation of 1-amino-4-bromoanthraquinone-2-sulphonic acid I,,1980-07-22,1980
4214288,Direct current motor control with protective solenoid latching,,1980-07-22,1980
4215295,Deflection circuit for a picture tube,,1980-07-29,1980
4216991,Wall proximity chair with rear drive linkage,,1980-08-12,1980
4218964,Lid construction for fermentation container,,1980-08-26,1980
4219840,Color corrector,,1980-08-26,1980
4222671,Static mixer,,1980-09-16,1980
4222726,Brick press including a removable plunger assembly and method for removing the plunger assembly,,1980-09-16,1980
4226345,Plastic garment hangers with integrally molded clasps therefor,,1980-10-07,1980
4226593,Apparatus and method for applying dental veneer,,1980-10-07,1980
4229167,Dowel pin setting instrument,,1980-10-21,1980
4232645,Variable geometry whirler,,1980-11-11,1980
4232470,Fish hook,,1980-11-11,1980
4234140,Magnetic tape cassette drive system,,1980-11-18,1980
4235884,Method for the preparation of stable aqueous solutions of complexes of polyvinylpyrrolidone and of halogens and the solutions obtained thereby,,1980-11-25,1980
4237239,Reticulated polyvinyl chloride plastisol foams,,1980-12-02,1980
4239221,Game device,,1980-12-16,1980
4243543,Stabilized liquid enzyme-containing detergent compositions,,1981-01-06,1981
4244695,Process for the quantitative determination of the oxygen demand of water containing oxidizable matter,,1981-01-13,1981
4245153,Sun tracking system for solar collector,,1981-01-13,1981
4246629,Fluorescent light fixture,,1981-01-20,1981
4247969,Method for moisture conditioning of compressively treated fabric,,1981-02-03,1981
4250062,"1,4-Epoxy-1,3,3-trimethyl-2-(2-buten-1-ylidene) cyclohexanes as odorants",,1981-02-10,1981
4250427,Dye laser flashlamp and method of making same,,1981-02-10,1981
4254138,Esters of 4-(monoalkylamino)benzoic hydroxyalkanoic acids,,1981-03-03,1981
D258478,Liquor bar,,1981-03-10,1981
4256031,Hydraulic circuit cooling system for silage compactors,,1981-03-17,1981
4255855,Nutcracker,,1981-03-17,1981
4257928,Polyester adhesives,,1981-03-24,1981
D258859,Decal for culinary ware or the like,,1981-04-14,1981
4263098,Radiation measuring process for determining the concentration of fat in meats,,1981-04-21,1981
4265752,Self venting gas cap,,1981-05-05,1981
4268623,Photographic light-sensitive material having a carboxylic acid polymer antistatic layer,,1981-05-19,1981
4269730,Substituted imidazoline reactions with chloroacetate salts,,1981-05-26,1981
4270203,Timing adjustment circuit for digital switching,,1981-05-26,1981
4269983,"3-[5-[1-(2 or 3-Halophenoxy)alkyl, alkynyl, alkenyl, or haloalkyl]-1,3,4-thiadiazol-2-yl]-4-hydroxy-1-methyl-2-imidazolidinones",,1981-05-26,1981
4275935,Drilling stabilizer,,1981-06-30,1981
4275974,Inflation and grout system,,1981-06-30,1981
4278598,Positive-working immobile intramolecular nucleophilic displacement compounds and photographic elements containing same,,1981-07-14,1981
4278332,Table apparatus for holding and moving cels for producing animated motion pictures,,1981-07-14,1981
4283488,Photographic compositions and elements spectrally sensitized with new methine dyes,,1981-08-11,1981
4284252,Cartridge for strip chart recorders and method of using same,,1981-08-18,1981
4287602,Rejection filter to remove TV channel 6 and FM radio interference,,1981-09-01,1981
4287993,Adjustable rack for hanging articles,,1981-09-08,1981
4290292,Manufacture of rotatable ignition files or flint wheels,,1981-09-22,1981
4290645,Stacking chair,,1981-09-22,1981
4292821,Needle selection mechanism in a hand-operated knitting machine,,1981-10-06,1981
4294775,"Resolution of acylated D,L-alkyl substituted alkanoic acids",,1981-10-13,1981
4295468,Cardiac pacer testing system,,1981-10-20,1981
4297741,Rate sensing instantaneous trip mode network,,1981-10-27,1981
4302761,Ink jet system printer of the charge amplitude controlling type capable of printing different size characters,,1981-11-24,1981
4301648,Friction false twist apparatus having door mounted yarn thread-up,,1981-11-24,1981
4305085,Semiconductor component with at least one planar PN junction and zone guard rings,,1981-12-08,1981
4308987,Remailable envelope,,1982-01-05,1982
4310228,Photographing apparatus for an endoscope,,1982-01-12,1982
D262630,Drill bit,,1982-01-12,1982
4311736,Article having organo-phosphonitrile rubber coating bonded to natural or synthetic rubber and method of making,,1982-01-19,1982
4312081,Prosthetic joints for crural amputees,,1982-01-26,1982
4312815,Preparation of a zinc chelate having improved stability,,1982-01-26,1982
4312925,Method of manufacturing the burn and frostbite plaster,,1982-01-26,1982
4314114,Laminated membrane switch,,1982-02-02,1982
4315251,Automatic meter reading and control system,,1982-02-09,1982
4315935,"N,N'-Bis[substituted-1,2,3,4-tetrahydroisoquinolinolyl]disulfonylimides and antiallergic compositions and method of use",,1982-02-16,1982
4316299,Fitted bed covering,,1982-02-23,1982
4316769,Centrifugally cast chilled iron roll,,1982-02-23,1982
D263234,Vacuum cleaner,,1982-03-02,1982
4319933,Bridge and die attachment for cutting torches,,1982-03-16,1982
4319623,Window structure including a sheet of polymeric film,,1982-03-16,1982
4321039,Dental handpiece,,1982-03-23,1982
4322141,Distance indication arrangement for automatic focus control camera,,1982-03-30,1982
4327015,"Flame resistant, transparent polycarbonates comprising bisulfite adducts",,1982-04-27,1982
4326855,Process for beneficiating and stabilizing coal/oil/water fuels,,1982-04-27,1982
4328047,Method for inducing a passive surface on beryllium,,1982-05-04,1982
4328355,"Prostaglandin derivatives having aryl, hydroxyl, and alkynyl functions in one side chain",,1982-05-04,1982
4329655,Adaptive equalization system for nonlinearities,,1982-05-11,1982
4331426,Cardiopulmonary resuscitation manikin with antiseptic cleaning system,,1982-05-25,1982
4331163,Medical treatment glasses,,1982-05-25,1982
4332460,Optical scanning carriage,,1982-06-01,1982
4332373,Solder pot with replenisher and skimmer,,1982-06-01,1982
4336286,Tennis court surface with sand topdressing,,1982-06-22,1982
4337727,Modular cage system for underwater use,,1982-07-06,1982
4340365,Spraying and suction cleansing device,,1982-07-20,1982
4340009,Means for protecting underground tanks from damage by dipsticks,,1982-07-20,1982
4341837,Laminar thermoplastic resin structure,,1982-07-27,1982
4341277,Perforated hood with air scoop,,1982-07-27,1982
4345033,Mycobacterium fortuitum mutant,,1982-08-17,1982
4345785,"Dielectric pipe coupling for use in high temperature, corrosive environments",,1982-08-24,1982
4346091,Insecticidal combinations,,1982-08-24,1982
4347809,Drinking bowl system for farm and other animals,,1982-09-07,1982
4349199,Racquet handle,,1982-09-14,1982
4349160,Apparatus and method for winding yarn to form a package,,1982-09-14,1982
4350087,Juicer having improved balance,,1982-09-21,1982
4352775,Method and apparatus for producing molded plastic articles such as packaging tubes,,1982-10-05,1982
4358846,Serial data correlator/code translator,,1982-11-09,1982
4358168,Thrust bearing,,1982-11-09,1982
4358107,Weight lifting machine,,1982-11-09,1982
4359548,Process for the production of polyester resins,,1982-11-16,1982
4359065,Valve,,1982-11-16,1982
4363673,Process for the removal of carbon from solid surfaces,,1982-12-14,1982
4363222,Environmental protection refrigerant disposal and charging system,,1982-12-14,1982
4363498,Cross country ski binding,,1982-12-14,1982
4364294,Horizontal power band saw,,1982-12-21,1982
D267610,Table,,1983-01-18,1983
RE31133,Extrusion methods,,1983-01-25,1983
4371821,Electromagnetic motor rotatable in either direction,,1983-02-01,1983
4371213,Edge lugged tire carrying rim and wheel,,1983-02-01,1983
4372582,Stabilizer for electron doner-acceptor carbonless copying systems,,1983-02-08,1983
4376097,Hydrogen generator for motor vehicle,,1983-03-08,1983
4376092,Nuclear fuel assembly wear sleeve,,1983-03-08,1983
D268169,Scorekeeping device,,1983-03-08,1983
4376869,Process for the preparation of triarylboranes,,1983-03-15,1983
D268277,Combined main beam and seat carriage for a rowing machine,,1983-03-15,1983
4376461,Heat-pump heating unit,,1983-03-15,1983
4378202,Device for moulding bricks,,1983-03-29,1983
4378313,Reactive yellow dye having both monochlorotriazinyl and vinylsulfone type reactive groups,,1983-03-29,1983
4381431,Hand set timer,,1983-04-26,1983
D268784,Body support for consummating an act of marital union,,1983-04-26,1983
4384267,Thermosensitive fuse,,1983-05-17,1983
4385257,Lamp base,,1983-05-24,1983
4384706,Method of plugging up a taphole in a blast furnace,,1983-05-24,1983
4385306,"Dot writing head for high definition printers, and a method of manufacturing the same",,1983-05-24,1983
4385834,Laser beam boresight system,,1983-05-31,1983
4385681,Drum brakes having automatic adjusters,,1983-05-31,1983
4387472,Torque absorber with biofeedback,,1983-06-14,1983
4390039,Valve assembly and disassembly device,,1983-06-28,1983
4393510,Reactor for production of U-233,,1983-07-12,1983
4392632,Electromagnetic valve with a plug member comprising a permanent magnet,,1983-07-12,1983
4394733,Cache/disk subsystem,,1983-07-19,1983
4393819,System for controlling cooling water temperature for water-cooled engine,,1983-07-19,1983
4395082,Obturator,,1983-07-26,1983
4398195,Method of and apparatus for guiding agricultural aircraft,,1983-08-09,1983
4398882,Combustion safety apparatus,,1983-08-16,1983
4399703,Ultrasonic transducer and integral drive circuit therefor,,1983-08-23,1983
4402187,Hydrogen compressor,,1983-09-06,1983
4402152,Bolt mechanism and receiver for bolt action rifle,,1983-09-06,1983
4403081,Method for producing .alpha.-olefin polymers,,1983-09-06,1983
4404690,Hockey helmet,,1983-09-20,1983
4404921,Buttonhole machine with automatic thread clipping,,1983-09-20,1983
4404999,Loop pile fabric,,1983-09-20,1983
4406205,Musical instrument lid safety lock,,1983-09-27,1983
4407599,Device for fixing a derailleur on a frame lug,,1983-10-04,1983
4408158,Frequency transducer,,1983-10-04,1983
4407934,Method of making an assembly of electrodes,,1983-10-04,1983
4409031,Continuously operable sugar centrifugal and method for improving the purity of the produced sugar,,1983-10-11,1983
D271109,Abrasive blasting wheel liner,,1983-10-25,1983
4412374,Device for clamping an insulated cable wire to a terminal element,,1983-11-01,1983
4412492,Priming composition and techniques,,1983-11-01,1983
4412561,Glass fiber-reinforced cement non-plate articles,,1983-11-01,1983
4413283,Solid-state imaging device,,1983-11-01,1983
4412486,Press construction,,1983-11-01,1983
4413926,System and method for positioning an off-shore platform on a support,,1983-11-08,1983
4414520,Thermostat,,1983-11-08,1983
4415338,Aqueous carbonaceous slurries,,1983-11-15,1983
4415103,Full throttle valve and method of tube and gate change,,1983-11-15,1983
4415462,Self-cleaning screen,,1983-11-15,1983
4417343,Water-cooled lid made of steel tubing for electric furnace,,1983-11-22,1983
4416969,"Hydrazide compositions, methods employing them and photographic materials containing them",,1983-11-22,1983
4416454,Management teaching game method,,1983-11-22,1983
4417979,Pile-unloading device for piled moulded articles,,1983-11-29,1983
4417967,Grooved gel,,1983-11-29,1983
4420916,Method and apparatus for aligning and securing auxiliary equipment with respect to a well drilling platform,,1983-12-20,1983
D271919,Foldable display case,,1983-12-27,1983
4425165,Stabilizing clay soil with hydroxy-aluminum and cellulosic polymers,,1984-01-10,1984
4426175,Method of and apparatus for reinforcing piling structure and improved precast concrete pile suitable for use in said method,,1984-01-17,1984
4425912,Knee protector/stabilizer,,1984-01-17,1984
4429486,Construction and method for models with interlocking tab/slot assembly,,1984-02-07,1984
4430068,Process for the manufacture of a packaging container and assembly items,,1984-02-07,1984
D273012,Surveillance camera housing,,1984-03-13,1984
4437285,Building structure,,1984-03-20,1984
4437541,Controlled dispersion speaker configuration,,1984-03-20,1984
4439524,Stereoselective resolution of phenylglycine derivatives with enzyme resins,,1984-03-27,1984
4440682,Stereospecific synthesis of isocephalosporins and 2-oxa isocephalosporins,,1984-04-03,1984
4443716,Symmetrical-hysteresis Hall switch,,1984-04-17,1984
4444612,Method and apparatus for the injection molding and vulcanization of vehicle tires,,1984-04-24,1984
4446583,Adjustable tool for tub overflow,,1984-05-08,1984
4450558,Method and apparatus for establishing frame synchronization,,1984-05-22,1984
4450602,Wiper bridge and connector,,1984-05-29,1984
